EPC,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture20,gesture21
A1,0,252,194,181,172,159,201,201,100,190,103,197,151,67,234,208,204,217,139,161,270
A2,0,245,272,114,193,204,238,216,167,134,232,208,58,15,258,0,209,222,140,96,223
A3,233,146,288,74,100,196,232,217,211,162,191,101,57,220,288,236,242,228,171,260,105
A4,223,148,243,186,161,129,132,150,209,119,176,160,186,214,283,235,234,229,138,255,320
A5,0,0,0,0,0,0,0,32,0,208,106,76,155,40,0,211,212,193,157,12,0
A6,0,0,0,0,0,0,0,0,0,137,144,179,110,108,0,177,186,209,123,0,0
A7,234,248,297,171,197,204,226,151,205,175,126,47,0,216,272,103,97,101,19,265,319
A8,239,255,301,206,203,206,245,230,211,145,176,123,192,221,291,212,107,188,127,275,325
