EPC,gesture1,gesture2,gesture3,gesture4,gesture5,gesture6,gesture7,gesture8,gesture9,gesture10,gesture11,gesture12,gesture13,gesture14,gesture15,gesture16,gesture17,gesture18,gesture19,gesture20,gesture21
A1,0,74,85,159,125,43,147,146,100,114,86,135,159,138,281,281,290,261,127,117,71
A2,0,69,50,25,21,160,109,109,154,156,151,152,41,16,250,0,123,125,124,129,127
A3,160,123,133,101,89,159,178,190,161,89,123,108,79,133,264,291,274,233,176,186,169
A4,133,114,98,141,129,123,156,157,162,106,109,159,120,125,304,292,301,271,151,217,212
A5,156,184,171,162,153,157,170,191,161,81,63,0,143,91,306,261,236,247,95,221,249
A6,0,0,0,0,0,0,0,0,0,172,118,140,41,17,0,271,258,267,172,65,0
A7,157,188,172,160,155,163,184,196,162,164,159,32,95,130,310,164,137,153,95,219,246
A8,160,191,173,165,161,166,149,162,162,141,133,160,132,132,313,143,132,111,181,255,255
