TimeValue,EPC,RSSI,PhaseAngle
0.0,2,0.9310344827586207,3.7368
0.095,2,0.9172413793103448,3.9699
0.192,2,0.9241379310344827,4.7185
0.291,2,0.9103448275862069,6.5654853071795864
0.386,2,0.903448275862069,8.774385307179585
0.487,2,0.8620689655172413,11.658285307179586
0.581,2,0.8551724137931035,13.842670614359172
0.678,2,0.8620689655172413,15.849070614359173
0.775,2,0.896551724137931,18.03957061435917
0.868,2,0.8551724137931035,19.97855592153876
0.962,2,0.8413793103448276,21.23645592153876
1.058,2,0.8206896551724138,21.99725592153876
1.15,2,0.8137931034482758,22.389955921538757
1.243,2,0.8137931034482758,22.340855921538758
1.34,2,0.8275862068965517,22.02185592153876
1.438,2,0.8620689655172413,21.622955921538757
1.53,2,0.8896551724137931,21.144355921538757
1.623,2,0.9241379310344827,20.438755921538757
1.721,2,0.9448275862068966,19.32815592153876
1.813,2,1.0,17.98437061435917
0.094,1,1.0,5.3935
0.202,1,0.9936708860759493,5.5407
0.297,1,1.0,5.5714
0.555,1,0.9873417721518988,7.399885307179586
0.616,1,0.8924050632911392,7.921485307179586
0.709,1,0.9240506329113924,10.234685307179586
0.802,1,0.8417721518987342,12.959070614359172
0.897,1,0.810126582278481,14.493070614359173
0.996,1,0.8227848101265823,16.879970614359173
1.09,1,0.7974683544303798,18.959955921538757
1.182,1,0.7974683544303798,20.28535592153876
1.281,1,0.810126582278481,21.629155921538757
1.375,1,0.7784810126582279,22.43295592153876
1.467,1,0.7784810126582279,22.73355592153876
1.564,1,0.7658227848101266,22.592455921538757
1.658,1,0.759493670886076,22.052555921538758
1.755,1,0.7658227848101266,21.16895592153876
1.851,1,0.7784810126582279,19.84975592153876
1.942,1,0.7974683544303798,18.346370614359174
2.042,1,0.8227848101265823,16.52407061435917
2.137,1,0.8607594936708861,14.769170614359172
2.229,1,0.8734177215189873,12.762670614359173
2.321,1,0.8924050632911392,11.099885307179587
2.418,1,0.879746835443038,9.719285307179586
2.513,1,0.9177215189873418,8.485985307179586
