TimeValue,EPC,RSSI,PhaseAngle
0.128,1.0,1.0,4.531595990911656
0.2610769230769231,1.0,0.9951004409603136,4.604870979074191
0.34084615384615385,1.0,0.9902008819206272,4.70342006021942
0.40546153846153843,1.0,0.9911807937285644,4.816701353903975
0.49946153846153835,1.0,0.9985301322880941,4.92306228443888
0.7540769230769231,1.0,0.9838314551690348,4.914483758174489
0.8302307692307692,1.0,0.9612934835864773,4.562593013014602
0.8817692307692307,1.0,0.9392454679078883,3.8402856019164537
1.017307692307692,1.0,0.93140617344439,2.785079880002497
1.4088461538461534,1.0,0.9706026457618814,1.5366353596828461
1.5103076923076924,1.0,0.9612934835864773,0.6775513876261057
1.5804615384615386,1.0,0.9348358647721705,0.3228421761167324
1.6516923076923076,1.0,0.9049485546300833,0.4356613942988806
1.724,1.0,0.8853503184713376,0.9220942057947339
1.8040000000000003,1.0,0.8461538461538461,1.4893121783374625
1.8786153846153846,1.0,0.8275355218030378,1.9618279958583302
1.9521538461538461,1.0,0.8157765801077903,2.3250021223632644
2.0277692307692305,1.0,0.8020578147966684,2.562632330323866
2.1054615384615385,1.0,0.797158255756982,2.5985604889026774
2.181923076923077,1.0,0.7883390494855463,2.4320295765815483
2.2573076923076925,1.0,0.7785399314061735,2.1194584676183665
2.3322307692307693,1.0,0.7687408133268007,1.6933946189899378
2.4083846153846156,1.0,0.7589416952474278,1.1950615273687886
2.484538461538462,1.0,0.7579617834394905,0.6399100943643004
2.5602307692307695,1.0,0.7756001959823616,0.04258682224746435
2.6353846153846154,1.0,0.8020578147966684,-0.535558734825913
2.71,1.0,0.821656050955414,-1.013176105578268
0.0,2.0,0.8523489932885906,3.6297571220019234
0.159,2.0,0.8523489932885906,3.627593490814184
0.319,2.0,0.8456375838926175,3.951532969012232
0.427,2.0,0.8590604026845637,4.791921645519265
0.534,2.0,0.87248322147651,6.072654818482365
0.635,2.0,0.8590604026845637,7.585697551765961
0.731,2.0,0.87248322147651,9.144461645471363
0.835,2.0,0.87248322147651,10.700096788063949
0.936,2.0,0.9194630872483222,12.301205010776021
1.032,2.0,0.9463087248322147,13.94855054205679
1.133,2.0,0.9194630872483222,15.50479017166494
1.231,2.0,0.912751677852349,16.83695484446355
1.328,2.0,0.8859060402684564,17.92931646589433
1.425,2.0,0.87248322147651,18.848250360281067
1.53,2.0,0.8523489932885906,19.63622636593933
1.631,2.0,0.8322147651006712,20.320920716064734
1.729,2.0,0.825503355704698,20.883449316654072
1.827,2.0,0.8389261744966443,21.255788038876325
1.925,2.0,0.825503355704698,21.38232145567543
2.023,2.0,0.8120805369127517,21.271482104842647
2.119,2.0,0.825503355704698,20.981941278139395
2.215,2.0,0.8120805369127517,20.561954596770548
2.315,2.0,0.8120805369127517,20.015604201730717
2.414,2.0,0.8590604026845637,19.337905189958278
2.517,2.0,0.9194630872483222,18.693615904358424
2.609,2.0,0.9463087248322147,18.369982782439106
2.722,2.0,1.0,18.336788734566326
